,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews,totalSeasons
76,"Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht",2 nominations.,"$52,724,557.00",USA,27 May 2003,Roger Donaldson,"Action, Drama, Mystery","English, Persian, Russian",56,A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MDMzOTk3MV5BMl5BanBnXkFtZTYwNTE0NTg2._V1_SX300.jpg,Touchstone Pictures,PG-13,31 Jan 2003,True,115 min,The Recruit,movie,http://touchstonepictures.go.com/recruit,"Roger Towne, Kurt Wimmer, Mitch Glazer",2003,tt0292506,6.6,"116,062",rotten,166,
77,"Alex Frost, Eric Deulen, John Robinson, Elias McConnell",8 wins & 11 nominations.,"$1,189,207.00",USA,04 May 2004,Gus Van Sant,"Crime, Drama, Thriller","English, German",70,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.,https://images-na.ssl-images-amazon.com/images/M/MV5BZWRhNDZkMzQtZDQ3Ny00NjdjLWJmZjAtMWQxNDQyZTYzZjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Fine Line Features,R,14 Nov 2003,True,81 min,Elephant,movie,http://www.elephantmovie.com,Gus Van Sant,2003,tt0363589,7.2,"72,840",fresh,156,
78,"Ali Larter, A.J. Cook, Michael Landes, David Paetkau",4 nominations.,"$46,500,000.00","USA, Canada",22 Jul 2003,David R. Ellis,"Horror, Thriller",English,38,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTMyODAzN15BMl5BanBnXkFtZTYwNjc5NDQ3._V1_SX300.jpg,New Line Cinema,R,31 Jan 2003,True,90 min,Final Destination 2,movie,http://www.deathiscoming.com/,"J. Mackye Gruber (screenplay), Eric Bress (screenplay), J. Mackye Gruber (story), Eric Bress (story), Jeffrey Reddick (story), Jeffrey Reddick (characters)",2003,tt0309593,6.2,"124,412",rotten,109,
79,"Christopher Shyer, Ray Galletti, Eileen Pedde, Rekha Sharma",N/A,"$31,042,346.00","USA, Germany, Canada, UK",09 Sep 2003,Jon Amiel,"Action, Adventure, Sci-Fi",English,48,The only way to save Earth from catastrophe is to drill down to the core and set it spinning again.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTY3MzkzNl5BMl5BanBnXkFtZTYwNTAwNDk2._V1_SX300.jpg,Paramount Pictures,PG-13,28 Mar 2003,True,135 min,The Core,movie,http://www.thecoremovie.com/,"Cooper Layne, John Rogers",2003,tt0298814,5.4,"78,822",rotten,155,
80,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara",3 wins & 1 nomination.,N/A,USA,24 Feb 2004,Robert Rodriguez,"Action, Adventure, Comedy",English,57,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker (Stallone). It's up to Juni to save his sister, and ultimately the world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MTQyNTUzMF5BMl5BanBnXkFtZTcwNzE2MDAwMQ@@._V1_SX300.jpg,Dimension Films,PG,25 Jul 2003,True,84 min,Spy Kids 3-D: Game Over,movie,http://www.spykids.com,Robert Rodriguez (script),2003,tt0338459,4.2,"41,890",rotten,139,
81,"Kap-su Kim, Jung-ah Yum, Soo-jung Lim, Geun-young Moon",20 wins & 2 nominations.,N/A,South Korea,29 Mar 2005,Jee-woon Kim,"Drama, Horror, Mystery",Korean,65,A family is haunted by the tragedies of deaths within the family.,https://images-na.ssl-images-amazon.com/images/M/MV5BZDc2ZmYzMzEtZDA2My00MDViLTkwYzAtNjZjYmFiZjVkYzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Tartan Films,R,13 Jun 2003,True,115 min,A Tale of Two Sisters,movie,http://www.asiaextreme.co.uk/ataleoftwosisters/index.html,Jee-woon Kim (screenplay),2003,tt0365376,7.3,"44,608",certified,59,
82,"Hilary Duff, Adam Lamberg, Hallie Todd, Robert Carradine",2 wins & 3 nominations.,"$42,672,630.00",USA,12 Aug 2003,Jim Fall,"Adventure, Comedy, Family","English, Italian",56,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzNDg1NDc0NF5BMl5BanBnXkFtZTYwOTY2OTU3._V1_SX300.jpg,Walt Disney Pictures,PG,02 May 2003,True,94 min,The Lizzie McGuire Movie,movie,http://disney.go.com/disneypictures/lizzie/index.html?CMP=IL16072,"Susan Estelle Jansen, Ed Decter, John J. Strauss, Terri Minsky (characters)",2003,tt0306841,5.4,"28,590",rotten,97,
83,"Colin Firth, Scarlett Johansson, Tom Wilkinson, Judy Parfitt",Nominated for 3 Oscars. Another 17 wins & 41 nominations.,"$11,505,906.00","UK, Luxembourg",04 May 2004,Peter Webber,"Biography, Drama, Romance",English,72,A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NjU3NjA0N15BMl5BanBnXkFtZTcwNjI4MTQyMQ@@._V1_SX300.jpg,Exhibition On Screen,PG-13,30 Jan 2004,True,100 min,Girl with a Pearl Earring,movie,http://www.exhibitiononscreen.com/girl-with-a-pearl-earring,"Tracy Chevalier (novel), Olivia Hetreed (screenplay)",2003,tt0335119,7.0,"61,869",fresh,174,
84,"Ben Affleck, Aaron Eckhart, Uma Thurman, Paul Giamatti",3 wins & 2 nominations.,"$53,681,119.00","USA, Canada",18 May 2004,John Woo,"Action, Mystery, Sci-Fi",English,43,"What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he's being chased.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMzU5NDk4MV5BMl5BanBnXkFtZTYwNDQxNzc3._V1_SX300.jpg,Paramount Pictures,PG-13,25 Dec 2003,True,119 min,Paycheck,movie,http://www.paycheckmovie.com/,"Philip K. Dick (short story), Dean Georgaris (screenplay)",2003,tt0338337,6.3,"91,624",rotten,154,
85,"Rowan Atkinson, Tasha de Vasconcelos, Ben Miller, Greg Wise",6 nominations.,"$27,972,410.00","UK, France, USA",13 Jan 2004,Peter Howitt,"Action, Adventure, Comedy","English, French, Japanese",51,"After a sudden attack on the MI5, Johnny English, Britain's most confident yet unintelligent spy, becomes Britain's only spy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3Njk4MzY3M15BMl5BanBnXkFtZTYwNTQzODI3._V1_SX300.jpg,Universal Pictures,PG,18 Jul 2003,True,87 min,Johnny English,movie,http://www.johnny-english.com/,"Neal Purvis, Robert Wade, William Davies",2003,tt0274166,6.1,"118,307",rotten,118,
86,"Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch",3 wins & 7 nominations.,"$59,537,388.00",USA,23 Mar 2004,Mathieu Kassovitz,"Horror, Mystery, Thriller",English,38,"A repressed female psychiatrist wakes up as a patient in the asylum where she worked, with no memory of why she is there or what she has done.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNDA4OTAxNF5BMl5BanBnXkFtZTcwMTI5NjQzMw@@._V1_SX300.jpg,Warner Bros. Pictures,R,21 Nov 2003,True,98 min,Gothika,movie,http://gothikamovie.warnerbros.com/,Sebastian Gutierrez,2003,tt0348836,5.8,"91,926",rotten,166,
87,"George Clooney, Catherine Zeta-Jones, Geoffrey Rush, Cedric the Entertainer",3 nominations.,"$35,096,190.00",USA,10 Feb 2004,"Joel Coen, Ethan Coen","Comedy, Crime, Romance","English, French",71,A beautiful gold digger matches wits with a shrewd Beverly Hills divorce lawyer who is increasingly attracted to her.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2OTc5Mjc0N15BMl5BanBnXkFtZTYwMDYyMjg3._V1_SX300.jpg,Universal Pictures,PG-13,10 Oct 2003,True,100 min,Intolerable Cruelty,movie,http://www.intolerablecruelty.com/,"Robert Ramsey (story), Matthew Stone (story), John Romano (story), Robert Ramsey (screenplay), Matthew Stone (screenplay), Ethan Coen (screenplay), Joel Coen (screenplay)",2003,tt0138524,6.3,"78,199",certified,180,
88,"Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer, Joseph Fiennes",9 nominations.,"$26,300,000.00",USA,18 Nov 2003,"Patrick Gilmore, Tim Johnson","Animation, Adventure, Comedy","English, Cantonese, Italian",48,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1ODc3NTA0Ml5BMl5BanBnXkFtZTcwMTEwMDAwMQ@@._V1_SX300.jpg,DreamWorks SKG,PG,02 Jul 2003,True,86 min,Sinbad: Legend of the Seven Seas,movie,http://sinbad-themovie.com/,John Logan (screenplay),2003,tt0165982,6.7,"37,964",rotten,122,
89,"Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis",Nominated for 1 Oscar. Another 2 wins & 19 nominations.,"$85,095,337.00",USA,30 Mar 2004,"Aaron Blaise, Robert Walker","Animation, Adventure, Family","English, Inuktitut, Croatian, Serbian",48,"When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNTAyNDYxNF5BMl5BanBnXkFtZTYwNjYwMjg2._V1_SX300.jpg,Buena Vista Pictures,G,31 Oct 2003,True,85 min,Brother Bear,movie,http://disney.go.com/disneypictures/brotherbear/main.html,"Tab Murphy (screenplay), Lorne Cameron (screenplay), David Hoselton (screenplay), Steve Bencich (screenplay), Ron J. Friedman (screenplay), Stephen J. Anderson (story supervisor), Stevie Wermers (story), Kevin Deters (story), Woody Woodman (story), Thom Enriquez (story), Kevin Harkey (story), Broose Johnson (story), John Norton (story), John Puglisi (story), Tim Hodge (additional story), Tom LaBaff (additional story), Ray Shenusay (additional story), Brian Pimental (additional story), Jim Story (additional story), Don Dougherty (additional story), Don Hall (additional story), Samuel Levine (additional story), Aurian Redson (additional story), Chris Williams (additional story), Jeff Hand (additional story material)",2003,tt0328880,6.8,"73,202",rotten,125,
90,"Ben Affleck, Terry Camilleri, David Backus, Lenny Venito",11 wins & 9 nominations.,N/A,USA,25 Jan 2005,Martin Brest,"Comedy, Crime, Romance",English,18,"The violent story about how a criminal lesbian, a tough-guy hit-man with a heart of gold, and a mentally challenged man came to be best friends through a hostage.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5MTYxMDg5NV5BMl5BanBnXkFtZTYwNjc5MzQ3._V1_SX300.jpg,N/A,R,01 Aug 2003,True,121 min,Gigli,movie,N/A,Martin Brest,2003,tt0299930,2.4,"42,175",N/A,N/A,
91,"Cécile De France, Maïwenn, Philippe Nahon, Franck Khalfoun",6 wins & 6 nominations.,"$3,645,438.00","France, Italy, Romania",11 Oct 2005,Alexandre Aja,"Horror, Mystery","French, English, Italian",42,"Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzEzMjEzMDI5N15BMl5BanBnXkFtZTcwNDc0ODkyMQ@@._V1_SX300.jpg,Lions Gate Films,UNRATED,10 Jun 2005,True,91 min,High Tension,movie,http://www.hightensionmovie.com/,"Alexandre Aja, Grégory Levasseur",2003,tt0338095,6.8,"56,789",rotten,129,
92,"Brittany Murphy, Dakota Fanning, Marley Shelton, Donald Faison",1 nomination.,"$36,922,190.00",USA,06 Jan 2004,Boaz Yakin,"Comedy, Drama, Romance",English,33,"A grown-up woman, who kept her childish instincts and behavior, starts working as a nanny of a 8-year-old girl, who actually acts like an adult. But in the end everything turns to its right places.",https://images-na.ssl-images-amazon.com/images/M/MV5BODk0ODI2MTk1N15BMl5BanBnXkFtZTcwODg3Mjg3NA@@._V1_SX300.jpg,Metro-Goldwyn-Mayer,PG-13,15 Aug 2003,True,92 min,Uptown Girls,movie,http://www.mgm.com/uptowngirls,"Julia Dahl (screenplay), Mo Ogrodnik (screenplay), Lisa Davidowitz (screenplay), Allison Jacobs (story)",2003,tt0263757,6.1,"29,966",rotten,111,
93,"Guillaume Canet, Marion Cotillard, Thibault Verhaeghe, Joséphine Lebas-Joly",5 wins & 2 nominations.,"$449,282.00","France, Belgium",19 Oct 2004,Yann Samuell,"Comedy, Drama, Romance",French,45,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTM4MDI4NDY5Nl5BMl5BanBnXkFtZTcwMjUyNzUyMQ@@._V1_SX300.jpg,Paramount Classics,R,28 May 2004,True,93 min,Love Me If You Dare,movie,http://www.paramountclassics.com/loveme/,Yann Samuell,2003,tt0364517,7.7,"57,255",rotten,79,
94,"Reese Witherspoon, Sally Field, Regina King, Jennifer Coolidge",3 wins & 3 nominations.,"$89,808,372.00",USA,29 Aug 2006,Charles Herman-Wurmfeld,Comedy,English,47,Elle Woods heads to Washington D.C. to join the staff of a congresswoman in order to pass a bill to ban animal testing.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNzExMjk0MF5BMl5BanBnXkFtZTcwOTUzNDcyMw@@._V1_SX300.jpg,MGM/UA,PG-13,02 Jul 2003,True,95 min,"Legally Blonde 2: Red, White & Blonde",movie,http://www.legallyblonde2.com,"Amanda Brown (characters), Eve Ahlert (story), Dennis Drake (story), Kate Kondell (story), Kate Kondell (screenplay)",2003,tt0333780,4.6,"48,158",rotten,151,
95,"Chaney Kley, Emma Caulfield, Lee Cormie, Grant Piro",1 win & 2 nominations.,"$32,032,215.00","USA, Australia",29 Apr 2003,Jonathan Liebesman,"Horror, Mystery, Thriller",English,23,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before.",https://images-na.ssl-images-amazon.com/images/M/MV5BYjcwOGM4ZDUtOGFiZS00YTAxLWExMTQtMWQ1NGU2NTZjYjg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Releasing,PG-13,24 Jan 2003,True,86 min,Darkness Falls,movie,http://www.sonypictures.com/movies/darknessfalls/,"Joe Harris (story), John Fasano (screenplay), James Vanderbilt (screenplay), Joe Harris (screenplay)",2003,tt0282209,4.9,"26,515",rotten,127,
96,"Vin Diesel, Larenz Tate, Timothy Olyphant, Geno Silva",1 nomination.,"$26,183,197.00","USA, Germany",02 Sep 2003,F. Gary Gray,"Action, Crime, Drama","English, Spanish",36,A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NzEwNjk1N15BMl5BanBnXkFtZTYwNTEzNTk5._V1_SX300.jpg,New Line Cinema,R,04 Apr 2003,True,109 min,A Man Apart,movie,http://www.amanapartmovie.com,"Christian Gudegast, Paul Scheuring",2003,tt0266465,6.1,"39,308",rotten,130,
97,"Daniel Brühl, Katrin Saß, Chulpan Khamatova, Maria Simon",Nominated for 1 Golden Globe. Another 33 wins & 17 nominations.,"$4,000,000.00",Germany,10 Aug 2004,Wolfgang Becker,"Drama, Romance","German, English, Russian",68,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_SX300.jpg,Sony Pictures Classics,R,14 May 2004,True,121 min,Good Bye Lenin!,movie,http://www.german-cinema.de/archive/film_view.php?film_id=939,"Bernd Lichtenberg, Wolfgang Becker (author), Achim von Borries (collaborator on screenplay), Hendrik Handloegten (collaborator on screenplay), Christoph Silber (collaborator on screenplay)",2003,tt0301357,7.7,"117,878",certified,107,
98,"Roberto Benigni, Steven Wright, Joie Lee, Cinqué Lee",2 wins & 7 nominations.,"$1,971,135.00","USA, Japan, Italy",21 Sep 2004,Jim Jarmusch,"Comedy, Drama, Music","English, French",65,A series of vignettes that all have coffee and cigarettes in common.,https://images-na.ssl-images-amazon.com/images/M/MV5BYzQxNzMzZTEtNjc1YS00NzExLWI0ZGItMWMxZTQzNDI1MjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,MGM,R,11 Jun 2004,True,95 min,Coffee and Cigarettes,movie,http://www.coffeeandcigarettesmovie.com/,Jim Jarmusch,2003,tt0379217,7.1,"48,596",fresh,123,
99,"Matt Damon, Greg Kinnear, Eva Mendes, Wen Yann Shih",2 nominations.,N/A,USA,09 Nov 2004,"Bobby Farrelly, Peter Farrelly",Comedy,English,62,Conjoined twins from Martha's Vineyard move to Los Angeles so that one of them can pursue an acting career.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwODE1MTc3NF5BMl5BanBnXkFtZTcwMjQxMzQyMQ@@._V1_SX300.jpg,N/A,PG-13,12 Dec 2003,True,118 min,Stuck on You,movie,N/A,"Charles B. Wessler (story), Bennett Yellin (story), Peter Farrelly (story), Bobby Farrelly (story), Peter Farrelly (screenplay), Bobby Farrelly (screenplay)",2003,tt0338466,5.8,"45,239",N/A,N/A,
