,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews,totalSeasons
76,"Bruce Willis, Kevin Pollak, Jimmy Bennett, Michelle Horn",4 nominations.,"$34,617,915.00","USA, Germany",21 Jun 2005,Florent-Emilio Siri,"Action, Crime, Drama",English,44,"A failed police negotiator turned small-town cop, must save the lives of a family held hostage, which draws him into a much more dangerous situation.",https://images-na.ssl-images-amazon.com/images/M/MV5BN2JiNmYzZGQtN2M0YS00NTdiLWE0ZTgtOTcxZDc4MTk0YzliXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Miramax,R,11 Mar 2005,True,113 min,Hostage,movie,http://www.miramax.com/hostage/,"Robert Crais (novel), Doug Richardson (screenplay)",2005,tt0340163,6.6,"95,423",rotten,155,
77,"Dennis Quaid, Rene Russo, Sean Faris, Katija Pevec",2 wins & 4 nominations.,"$53,359,917.00",USA,28 Feb 2006,Raja Gosnell,"Comedy, Family, Fantasy",English,38,"A widowed Coast Guard Admiral and a widow handbag designer fall in love and marry, much to the dismay of her 10 and his 8 children.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ2OGY1YTQtZjIwZC00ODE1LWJlZTQtNzRjNGJlNDNlMWFiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,PG,23 Nov 2005,True,88 min,"Yours, Mine & Ours",movie,http://www.yoursmineandoursmovie.com/,"Ron Burch (screenplay), David Kidd (screenplay), Melville Shavelson, Mort Lachman, Madelyn Davis, Bob Carroll Jr.",2005,tt0443295,5.4,"22,405",rotten,106,
78,"Jason Statham, Alessandro Gassman, Amber Valletta, Kate Nauta",N/A,N/A,France,N/A,Louis Leterrier,"Action, Crime, Thriller","English, French, Italian",56,"Mercenary Frank Martin, who specializes moving goods of all kinds, surfaces again this time in Miami, Florida when he's implicated in the kidnapping of the young son of a powerful USA official.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MDM0MTI2N15BMl5BanBnXkFtZTcwNTM5NDczMw@@._V1_SX300.jpg,N/A,PG-13,02 Sep 2005,True,87 min,Transporter 2,movie,N/A,"Luc Besson (characters), Robert Mark Kamen (characters), Luc Besson, Robert Mark Kamen",2005,tt0388482,6.3,"162,173",N/A,N/A,
79,"Johnny Knoxville, Seann William Scott, Alice Greczyn, Steve Lemme",5 wins & 14 nominations.,"$80,206,743.00",USA,06 Dec 2005,Jay Chandrasekhar,"Action, Adventure, Comedy",English,33,"Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwOTYxODI4OV5BMl5BanBnXkFtZTcwNDYxODIzMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,05 Aug 2005,True,104 min,The Dukes of Hazzard,movie,http://dukesofhazzard.warnerbros.com/,"John O'Brien (screenplay), John O'Brien (story), Jonathan L. Davis (story), Gy Waldron (characters)",2005,tt0377818,5.1,"67,497",rotten,167,
80,"Drew Barrymore, Jimmy Fallon, Jason Spevack, Jack Kehler",9 nominations.,"$41,966,965.00","USA, Germany",13 Sep 2005,"Bobby Farrelly, Peter Farrelly","Comedy, Drama, Romance",English,56,Lindsay is stuck in the middle of her relationship with Ben and his passion for the Boston Red Sox.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNTE4ODA2N15BMl5BanBnXkFtZTcwNzg5ODUyMw@@._V1_SX300.jpg,20th Century Fox,PG-13,08 Apr 2005,True,104 min,Fever Pitch,movie,http://www.feverpitchmovie.com,"Lowell Ganz (screenplay), Babaloo Mandel (screenplay), Nick Hornby (novel)",2005,tt0332047,6.2,"36,887",fresh,189,
81,"Ewan McGregor, Ryan Gosling, Kate Burton, Naomi Watts",1 nomination.,"$3,349,167.00",USA,28 Mar 2006,Marc Forster,"Drama, Mystery, Thriller",English,41,This movie focuses on the attempts of a psychiatrist to prevent one of his patients from committing suicide while trying to maintain his own grip on reality.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjdkNzk1MTUtZGVlYS00MzgyLWFkZjYtMWI4ODg3MzEyNmY4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,20th Century Fox,R,21 Oct 2005,True,99 min,Stay,movie,http://www.staythemovie.com/,David Benioff,2005,tt0371257,6.9,"63,204",rotten,123,
82,"Kimberly Elise, Steve Harris, Tyler Perry, Shemar Moore",13 wins & 13 nominations.,"$50,382,128.00",USA,28 Jun 2005,Darren Grant,"Comedy, Drama, Romance",English,36,A couple's seemingly solid marriage begins to crumble when the wife discovers that her husband intends to divorce her.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyOTA1NTg0NV5BMl5BanBnXkFtZTcwMzE2MzgyMQ@@._V1_SX300.jpg,Lions Gate Films,PG-13,25 Feb 2005,True,116 min,Diary of a Mad Black Woman,movie,http://www.diaryofamadblackwomanmovie.com/,"Tyler Perry (play), Tyler Perry",2005,tt0422093,5.7,"10,810",rotten,112,
83,"Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss",11 wins & 23 nominations.,"$1,973,180.00",USA,08 Aug 2006,Rian Johnson,"Action, Crime, Drama",English,72,A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MjQzMzA2N15BMl5BanBnXkFtZTcwMTU2MzIzMQ@@._V1_SX300.jpg,Focus Features,R,14 Apr 2006,True,110 min,Brick,movie,http://www.brickmovie.net/,Rian Johnson,2005,tt0393109,7.4,"87,160",certified,138,
84,"Jodie Foster, Peter Sarsgaard, Sean Bean, Kate Beahan",2 wins & 6 nominations.,"$89,602,378.00",USA,24 Jan 2006,Robert Schwentke,"Drama, Mystery, Thriller","English, French, German, Arabic, Italian, Japanese",53,"A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane.",https://images-na.ssl-images-amazon.com/images/M/MV5BNGJkYTNiZjUtOTBhMi00NjY5LTkwZWEtNjBkNmE1YTZlMDc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Touchstone Pictures,PG-13,23 Sep 2005,True,98 min,Flightplan,movie,http://flightplan.movies.com,"Peter A. Dowling, Billy Ray",2005,tt0408790,6.2,"129,810",rotten,173,
85,"Estelle Winwood, Renée Taylor, David Patch, William Hickey",Won 1 Oscar. Another 2 wins & 5 nominations.,N/A,USA,03 Dec 2002,Mel Brooks,Comedy,"English, German",97,Producers Max Bialystock and Leo Bloom make money by producing a sure-fire flop.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4YTQzZjAtODkzZi00ZWNiLTlkNDItNzJiY2RkNjBkYTk4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,AVCO Embassy Pictures,PG,10 Nov 1968,True,88 min,The Producers,movie,N/A,Mel Brooks,1967,tt0063462,7.7,"41,462",certified,64,
86,"Steve Martin, Eugene Levy, Bonnie Hunt, Tom Welling",1 win & 5 nominations.,"$82,468,131.00","USA, Canada",23 May 2006,Adam Shankman,"Adventure, Comedy, Family",English,34,"The Bakers, while on vacation, find themselves competing with a rival family of eight children.",https://images-na.ssl-images-amazon.com/images/M/MV5BOWFhMjQ5ZDgtZTUwZC00Mjg0LTk1OGYtYTA2ZDMxZmE4ZjYzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,20th Century Fox,PG,21 Dec 2005,True,94 min,Cheaper by the Dozen 2,movie,http://www.cheaperbythedozen2movie.com,"Sam Harper, Craig Titley (characters), Frank B. Gilbreth Jr. (novel), Ernestine Gilbreth Carey (novel)",2005,tt0452598,5.4,"43,903",rotten,93,
87,"Jason Statham, Ray Liotta, Vincent Pastore, André Benjamin",1 win.,"$41,820.00","France, UK",18 Mar 2008,Guy Ritchie,"Action, Crime, Drama","English, Cantonese",25,Gambler Jake Green enters into a game with potentially deadly consequences.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1OTA3MjM4MF5BMl5BanBnXkFtZTYwMTMxODc4._V1_SX300.jpg,Samuel Goldwyn Films,R,22 Sep 2005,True,111 min,Revolver,movie,http://www.revolverthemovie.co.uk/,"Luc Besson (adaptation), Guy Ritchie",2005,tt0365686,6.5,"76,115",rotten,65,
88,"Jennifer Connelly, John C. Reilly, Tim Roth, Dougray Scott",5 nominations.,"$25,416,400.00",USA,26 Dec 2005,Walter Salles,"Drama, Horror, Thriller",English,52,"A mother and daughter, still wounded from a bitter custody dispute, hole up in a run-down apartment building. Adding further drama to their plight, they are targeted by the ghost of former resident.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTcyMDQ3MjEtNjZkOS00ZDQ0LWE1YWMtYTNkNmNiZjU0MzhhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Buena Vista,PG-13,08 Jul 2005,True,105 min,Dark Water,movie,http://darkwater.movies.go.com/,"Kôji Suzuki (novel), Hideo Nakata (film Honogurai mizu no soko kara), Takashige Ichise (film Honogurai mizu no soko kara), Rafael Yglesias (screenplay)",2005,tt0382628,5.6,"46,677",rotten,152,
89,"Joel Edgerton, Chiwetel Ejiofor, Sarah-Jane Potts, Nick Frost",Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,"$1,692,769.00","USA, UK",05 Sep 2006,Julian Jarrold,"Comedy, Drama, Music",English,57,"A drag queen comes to the rescue of a man who, after inheriting his father's shoe factory, needs to diversify his product if he wants to keep the business afloat.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5OTg0NDEyNV5BMl5BanBnXkFtZTcwNDQwOTMzMQ@@._V1_SX300.jpg,Miramax Films,PG-13,26 May 2006,True,107 min,Kinky Boots,movie,http://kinkyboots-movie.com/,"Geoff Deane, Tim Firth",2005,tt0434124,7.0,"14,500",rotten,107,
90,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen",3 wins & 2 nominations.,"$72,515,360.00","UK, France, Germany, USA, South Africa",04 Oct 2005,Sydney Pollack,"Crime, Mystery, Thriller","Aboriginal, English, French, Portuguese",62,"Political intrigue and deception unfold inside the United Nations, where a U.S. Secret Service agent is assigned to investigate an interpreter who overhears an assassination plot.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MjMxNDUzNV5BMl5BanBnXkFtZTcwNTM2NzgyMQ@@._V1_SX300.jpg,Universal Pictures,PG-13,22 Apr 2005,True,128 min,The Interpreter,movie,http://www.theinterpretermovie.com/,"Martin Stellman (story), Brian Ward (story), Charles Randolph (screenplay), Scott Frank (screenplay), Steven Zaillian (screenplay)",2005,tt0373926,6.4,"87,447",rotten,192,
91,"Benjamin Bratt, James Franco, Robert Mammone, Max Martini",1 nomination.,"$10,074,830.00","USA, Australia",20 Dec 2005,John Dahl,"Action, Drama, War","Filipino, English, Tagalog, Japanese",48,"Taking place towards the end of WWII, 500 American Soldiers have been entrapped in a camp for 3 years. Beginning to give up hope they will ever be rescued, a group of Rangers goes on a dangerous mission to try and save them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTEzODI3Nl5BMl5BanBnXkFtZTcwNjA1NzAzMQ@@._V1_SX300.jpg,Miramax Films,R,12 Aug 2005,True,132 min,The Great Raid,movie,http://www.miramax.com/thegreatraid/,"William B. Breuer (book), Hampton Sides (book), Carlo Bernard (screenplay), Doug Miro (screenplay)",2005,tt0326905,6.7,"18,853",rotten,120,
92,"Lindsay Lohan, Michael Keaton, Matt Dillon, Breckin Meyer",2 wins & 6 nominations.,"$65,942,664.00",USA,25 Oct 2005,Angela Robinson,"Adventure, Comedy, Family",English,47,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNDI5NDcyMV5BMl5BanBnXkFtZTcwMjg5OTcyMQ@@._V1_SX300.jpg,Buena Vista,G,22 Jun 2005,True,101 min,Herbie Fully Loaded,movie,http://disney.go.com/disneypictures/herbie/,"Thomas Lennon (screenplay), Robert Ben Garant (screenplay), Alfred Gough (screenplay), Miles Millar (screenplay), Thomas Lennon (story), Robert Ben Garant (story), Mark Perez (story), Gordon Buford (characters)",2005,tt0400497,4.8,"37,611",rotten,140,
93,"John Travolta, Uma Thurman, Vince Vaughn, Cedric the Entertainer",1 win & 13 nominations.,"$55,590,667.00",USA,07 Jun 2005,F. Gary Gray,"Comedy, Crime, Music","English, Russian",37,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNDc4MzAyNV5BMl5BanBnXkFtZTYwMzQ1NDc2._V1_SX300.jpg,MGM/UA,PG-13,04 Mar 2005,True,118 min,Be Cool,movie,http://www.mgm.com/becool,"Elmore Leonard (novel), Peter Steinfeld (screenplay)",2005,tt0377471,5.7,"60,468",rotten,169,
94,"Nicolas Cage, Michael Caine, Hope Davis, Gemmenne de la Peña",N/A,"$12,469,811.00","USA, Germany",21 Feb 2006,Gore Verbinski,"Comedy, Drama",English,61,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NzAxMTE3Ml5BMl5BanBnXkFtZTYwMDAwMjY3._V1_SX300.jpg,Paramount Pictures,R,28 Oct 2005,True,102 min,The Weather Man,movie,http://weathermanmovie.com/,Steve Conrad,2005,tt0384680,6.6,"70,422",rotten,134,
95,"Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer",1 nomination.,"$43,800,000.00",USA,20 Dec 2005,Gary David Goldberg,"Comedy, Romance","English, Armenian",46,"A forty-something preschool teacher looks to the personals for a change of pace and a relationship, with hilarious results.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTU0ODA0NTM1OF5BMl5BanBnXkFtZTcwODE0MTkyMQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,29 Jul 2005,True,98 min,Must Love Dogs,movie,http://www.mustlovedogsmovie.com,"Claire Cook (novel), Gary David Goldberg (screenplay)",2005,tt0417001,5.9,"26,412",rotten,146,
96,"Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart",4 wins & 15 nominations.,"$135,289,768.00",USA,21 Mar 2006,Mark Dindal,"Animation, Adventure, Comedy",English,48,"After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMjMwNTA3MV5BMl5BanBnXkFtZTcwMjk4OTgyMQ@@._V1_SX300.jpg,Buena Vista Pictures,G,04 Nov 2005,True,81 min,Chicken Little,movie,http://disney.go.com/disneypictures/chickenlittle/index.html,"Mark Dindal (story by), Mark Kennedy (story by), Steve Bencich (screenplay), Ron J. Friedman (screenplay), Ron Anderson (screenplay), Robert L. Baird (additional story material), Daniel Gerson (additional story material), Sara Parriott (additional screenplay material), Josann McGibbon (additional screenplay material), David Reynolds (additional dialogue), Sandra Tsing Loh (additional dialogue)",2005,tt0371606,5.8,"66,513",rotten,159,
97,"Rob Schneider, Eddie Griffin, Jeroen Krabbé, Til Schweiger",3 wins & 10 nominations.,"$22,264,487.00",USA,29 Nov 2005,Mike Bigelow,Comedy,"English, Dutch",23,"Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst.",https://images-na.ssl-images-amazon.com/images/M/MV5BZTAwYTFhNzgtN2E0ZC00NGZkLWIxY2UtZWRlYzJiMmZlODRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony,R,12 Aug 2005,True,83 min,Deuce Bigalow: European Gigolo,movie,http://www.sonypictures.com/movies/deucebigaloweuropeangigolo,"Harris Goldberg (characters), Rob Schneider (characters), Rob Schneider (story), Rob Schneider (screenplay), David Garrett (screenplay), Jason Ward (screenplay)",2005,tt0367652,4.6,"42,221",rotten,99,
98,"John Jarratt, Cassandra Magrath, Kestie Morassi, Nathan Phillips",3 wins & 24 nominations.,"$15,948,074.00",Australia,11 Apr 2006,Greg McLean,Horror,"English, Swedish",54,Three backpackers stranded in the Australian outback are befriended by a local who turns out to be a sadistic psychopath and will plunge them into a hellish nightmare of insufferable torture.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMjYwNTU4N15BMl5BanBnXkFtZTcwMjk0OTgzMQ@@._V1_SX300.jpg,Weinstein Company,R,25 Dec 2005,True,99 min,Wolf Creek,movie,http://www.wolfcreekmovie.com/,Greg McLean,2005,tt0416315,6.2,"57,632",rotten,110,
99,"Robert Glenister, Robert Vaughn, Rob Jarvis, Adrian Lester",Nominated for 2 Primetime Emmys. Another 5 nominations.,N/A,UK,29 Mar 2005,N/A,"Crime, Drama, Mystery",English,N/A,A motley group of London con artists pull of a series of daring and intricate stings.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjM1MTcyNTY3OF5BMl5BanBnXkFtZTcwMzE3MTU1MQ@@._V1_SX300.jpg,ESPN Productions,N/A,14 Jan 2006,True,60 min,Hustle,series,N/A,Tony Jordan,2004–2012,tt0379632,8.2,"19,623",N/A,N/A,8
