,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews
81,"The Retrosettes, Gabriella Belisario, Laura De Marchi, Rachel Weisz",Nominated for 1 Oscar. Another 15 wins & 48 nominations.,"$1,882,275.00","Italy, France, UK, Switzerland",01 Mar 2016,Paolo Sorrentino,"Comedy, Drama, Music","English, Spanish, Swiss German",64,A retired orchestra conductor is on holiday with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2OTk5MzYyMl5BMl5BanBnXkFtZTgwMzY1MjE3NjE@._V1_SX300.jpg,Fox Searchlight,R,04 Dec 2015,True,124 min,Youth,movie,http://www.youththemovie.com,Paolo Sorrentino,2015,tt3312830,7.3,"49,761",certified,195
82,"Brad Pitt, Angelina Jolie, Mélanie Laurent, Melvil Poupaud",1 win & 2 nominations.,"$319,968.00","France, Malta, USA",05 Jul 2016,Angelina Jolie,"Drama, Romance","English, French, Ukrainian",44,A couple tries to repair their marriage while staying at a hotel in France.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNDU2MDMxM15BMl5BanBnXkFtZTgwMzAzMTk1NjE@._V1_SX300.jpg,Universal Pictures,R,09 Dec 2015,True,122 min,By the Sea,movie,http://www.bytheseamovie.net,Angelina Jolie,2015,tt3707106,5.2,"11,193",rotten,141
83,"Nicholas Hoult, Vernetta Lopez, Scott Lawrence, Kate Lyn Sheil",1 win & 4 nominations.,N/A,USA,06 Sep 2016,Drake Doremus,"Drama, Romance, Sci-Fi",English,43,"In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NTQ5MDU3OF5BMl5BanBnXkFtZTgwODc2Mzk5NzE@._V1_SX300.jpg,Scott Free Films,PG-13,26 May 2016,True,101 min,Equals,movie,http://equals-the-movie.com/,"Drake Doremus (story by), Nathan Parker (screenplay)",2015,tt3289728,6.1,"14,230",rotten,72
84,"Kurt Russell, Patrick Wilson, Matthew Fox, Richard Jenkins",7 wins & 20 nominations.,N/A,"USA, UK",29 Dec 2015,S. Craig Zahler,"Adventure, Drama, Horror",English,72,Four men set out in the Wild West to rescue a group of captives from cannibalistic cave dwellers.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ0MzE4OTUzMF5BMl5BanBnXkFtZTgwODAyNzI3NjE@._V1_SX300.jpg,Image Entertainment,NOT RATED,19 Feb 2016,True,132 min,Bone Tomahawk,movie,N/A,S. Craig Zahler,2015,tt2494362,7.1,"44,014",certified,80
85,"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner",N/A,N/A,USA,N/A,Frank Coraci,"Comedy, Western",English,18,"An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NzMxMjUwOF5BMl5BanBnXkFtZTgwMDk1ODMxNzE@._V1_SX300.jpg,Netflix,TV-14,11 Dec 2015,True,119 min,The Ridiculous 6,movie,http://www.netflix.com/title/80039517,"Tim Herlihy, Adam Sandler",2015,tt2479478,4.9,"29,906",rotten,33
86,"Hugh Jackman, Levi Miller, Garrett Hedlund, Rooney Mara",7 nominations.,"$35,914,825.00","USA, UK, Australia",22 Dec 2015,Joe Wright,"Adventure, Family, Fantasy",English,36,"12-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be forever known as Peter Pan.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_SX300.jpg,Warner Bros.,PG,09 Oct 2015,True,111 min,Pan,movie,http://www.panmovie.com/,"Jason Fuchs, J.M. Barrie (characters)",2015,tt3332064,5.8,"46,232",rotten,173
87,"Rakim Mayers, Blake Anderson, Bruce Beatty, De'aundre Bonds",6 wins & 22 nominations.,"$11,674,449.00",USA,13 Oct 2015,Rick Famuyiwa,"Comedy, Crime, Drama",English,72,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3MjYyNTk0Nl5BMl5BanBnXkFtZTgwODc1NzQ1NTE@._V1_SX300.jpg,Open Road Films,R,19 Jun 2015,True,103 min,Dope,movie,http://www.youaredope.com/,Rick Famuyiwa,2015,tt3850214,7.3,"63,947",certified,140
88,"Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney",Nominated for 1 BAFTA Film Award. Another 1 win & 18 nominations.,"$277,969,969.00",USA,08 Dec 2015,"Kyle Balda, Pierre Coffin","Animation, Action, Adventure","English, Spanish",56,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MTMyMzU0M15BMl5BanBnXkFtZTgwOTU3ODk4NTE@._V1_SX300.jpg,Universal Pictures,PG,10 Jul 2015,True,91 min,Minions,movie,http://www.minionsmovie.com/,Brian Lynch,2015,tt2293640,6.4,"154,774",rotten,197
89,"Owen Wilson, Lake Bell, Sterling Jerins, Claire Geare",N/A,"$27,274,112.00",USA,24 Nov 2015,John Erick Dowdle,"Action, Thriller","English, French, Thai, Khmer",38,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MDI3NTE5NF5BMl5BanBnXkFtZTgwNzI3ODM2NjE@._V1_SX300.jpg,The Weinstein Company,R,26 Aug 2015,True,103 min,No Escape,movie,http://www.facebook.com/NoEscapeMovie,"John Erick Dowdle, Drew Dowdle",2015,tt1781922,6.8,"55,269",rotten,143
90,"Daniel Radcliffe, Jessica Brown Findlay, Bronson Webb, James McAvoy",3 wins & 1 nomination.,"$75,181.00","USA, UK, Canada",08 Mar 2016,Paul McGuigan,"Drama, Horror, Sci-Fi",English,36,"Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2Mjk0MTM0NF5BMl5BanBnXkFtZTgwNjgyOTg1NjE@._V1_SX300.jpg,20th Century Fox,PG-13,25 Nov 2015,True,110 min,Victor Frankenstein,movie,N/A,"Max Landis (screenplay), Max Landis (screen story), Mary Shelley (novel)",2015,tt1976009,6.0,"35,602",rotten,124
91,"Xavier Atkins, Mark Lewis Jones, Tom Hardy, Joel Kinnaman",1 nomination.,"$1,314,609.00","Czech Republic, UK, USA, Russia",04 Aug 2015,Daniel Espinosa,"Crime, Drama, Thriller","English, Russian",41,A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NTkxOTc5Nl5BMl5BanBnXkFtZTgwODI0NTg0NDE@._V1_SX300.jpg,Summit Entertainment,R,17 Apr 2015,True,137 min,Child 44,movie,http://www.child44film.com/,"Richard Price (screenplay), Tom Rob Smith (novel)",2015,tt1014763,6.5,"44,927",rotten,74
92,"Clive Owen, Morgan Freeman, Cliff Curtis, Aksel Hennie",N/A,N/A,"UK, South Korea",30 Jun 2015,Kazuaki Kiriya,"Action, Adventure",English,27,A fallen warrior rises against a corrupt and sadistic ruler to avenge his dishonored master.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MDM3MTc4OF5BMl5BanBnXkFtZTgwMTUxNDM3NDE@._V1_SX300.jpg,Lionsgate Films,R,03 Apr 2015,True,115 min,Last Knights,movie,N/A,"Michael Konyves (screenplay), Dove Sussman (screenplay)",2015,tt2493486,6.2,"29,366",rotten,29
93,"Steve Martin, Diane Keaton, John Goodman, Ed Helms",2 nominations.,N/A,USA,09 Feb 2016,Jessie Nelson,Comedy,English,31,The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NTkyODk4NF5BMl5BanBnXkFtZTgwNjY0NzkxNzE@._V1_SX300.jpg,Groundswell,PG-13,13 Nov 2015,True,107 min,Love the Coopers,movie,https://www.facebook.com/LoveTheCoopers,Steven Rogers (screenplay),2015,tt2279339,5.7,"12,347",rotten,113
94,"Jack Madigan, Frank Madigan, Michael Fassbender, Marion Cotillard",2 wins & 19 nominations.,"$1,795,802.00","UK, France, USA",08 Mar 2016,Justin Kurzel,"Drama, War",English,71,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NjgyMzY1NV5BMl5BanBnXkFtZTgwOTk3NTY2NjE@._V1_SX300.jpg,The Weinstein Company,R,11 Dec 2015,True,113 min,Macbeth,movie,http://www.macbeth-movie.com/,"Todd Louiso (screenplay), Jacob Koskoff (screenplay), Michael Lesslie (screenplay), William Shakespeare (play)",2015,tt2884018,6.7,"39,874",certified,167
95,"Kevin Hart, Josh Gad, Affion Crockett, Kaley Cuoco",2 wins & 3 nominations.,N/A,USA,28 Apr 2015,Jeremy Garelick,Comedy,"English, Ukrainian",35,"Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MjQyNTUxNl5BMl5BanBnXkFtZTgwNjM3Mjk1MzE@._V1_SX300.jpg,Sony Screen Gems,R,16 Jan 2015,True,101 min,The Wedding Ringer,movie,http://https://www.facebook.com/WeddingRinger,"Jeremy Garelick, Jay Lavender",2015,tt0884732,6.7,"57,270",rotten,98
96,"Salma Hayek, Vincent Cassel, Toby Jones, John C. Reilly",18 wins & 13 nominations.,N/A,"Italy, France, UK",22 Apr 2016,Matteo Garrone,"Drama, Fantasy, Horror","English, Russian",72,"From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.",https://images-na.ssl-images-amazon.com/images/M/MV5BMmRkOTI5N2YtMWE4MS00ZGYwLWFhMzMtZTBjYTIxOGZhOTVlXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_SX300.jpg,Sundance Selects,R,22 Apr 2016,True,133 min,Tale of Tales,movie,N/A,"Giambattista Basile (book), Edoardo Albinati (screenplay), Ugo Chiti (screenplay), Matteo Garrone (screenplay), Massimo Gaudioso (screenplay)",2015,tt3278330,6.4,"16,530",certified,94
97,"Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple",Nominated for 1 Golden Globe. Another 5 wins & 39 nominations.,"$94,166,454.00",USA,23 Feb 2016,Peter Sohn,"Animation, Adventure, Comedy",English,66,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MTg2NjQ4MV5BMl5BanBnXkFtZTgwNzcxOTY5NjE@._V1_SX300.jpg,Disney/Pixar,PG,25 Nov 2015,True,93 min,The Good Dinosaur,movie,http://movies.disney.com/the-good-dinosaur,"Bob Peterson (original concept & development by), Peter Sohn (story by), Erik Benson (story by), Meg LeFauve (story by), Kelsey Mann (story by), Bob Peterson (story by), Meg LeFauve (screenplay), Peter Hedges (additional screenplay material by), Adrian Molina (additional screenplay material by)",2015,tt1979388,6.8,"74,648",certified,186
98,"Angelababy, Dan Bakkedahl, Charlene Beck, Michael Bornhütter",N/A,N/A,"USA, UK, Germany",29 Dec 2015,Aleksander Bach,"Action, Crime, Thriller",English,28,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NTQyMDY0Ml5BMl5BanBnXkFtZTgwODkzMjI0NjE@._V1_SX300.jpg,20th Century Fox,R,21 Aug 2015,True,96 min,Hitman: Agent 47,movie,http://www.hitmanagent47.com,"Skip Woods (screenplay), Michael Finch (screenplay), Skip Woods (story)",2015,tt2679042,5.7,"68,966",rotten,110
99,"Kate Winslet, Judy Davis, Liam Hemsworth, Hugo Weaving",15 wins & 37 nominations.,"$2,021,399.00",Australia,27 Dec 2016,Jocelyn Moorhouse,"Comedy, Drama",English,47,"A glamorous woman returns to her small town in rural Australia. With her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MzAxNTc5OF5BMl5BanBnXkFtZTgwMjgzMDE4OTE@._V1_SX300.jpg,Amazon Studios & Broad Green Pictures,R,29 Oct 2015,True,119 min,The Dressmaker,movie,http://www.dressmakermovie.com.au,"Rosalie Ham (novel), P.J. Hogan, Jocelyn Moorhouse (screenplay)",2015,tt2910904,7.1,"29,745",rotten,113
